frame,x,y,z,speed,steer,acc,brake,collision,offtrack,reward
1054,105.39999999999829,-4.426600000000016,0.0,10,-1018,1,0,0,0,0.1
1055,105.49999999999828,-4.5284000000000155,0.0,10,111,1,0,0,0,0.1
1056,105.59999999999827,-4.517300000000016,0.0,10,-2874,1,0,0,0,0.1
1057,105.69999999999827,-4.8047000000000155,0.0,10,-649,1,0,0,0,0.1
1058,105.79999999999826,-4.869600000000015,0.0,10,1462,1,0,0,0,0.1
1059,105.89999999999826,-4.723400000000015,0.0,10,263,1,0,0,0,0.1
1060,105.99999999999825,-4.697100000000015,0.0,10,1393,1,0,0,0,0.1
1061,106.09999999999825,-4.5578000000000145,0.0,10,-1489,1,0,0,0,0.1
1062,106.19999999999824,-4.706700000000015,0.0,10,-578,1,0,0,0,0.1
1063,106.29999999999824,-4.764500000000015,0.0,10,-2367,1,1,0,0,0.1
1064,106.39999999999823,-5.001200000000015,0.0,10,-2372,1,0,0,0,0.1
1065,106.49999999999822,-5.238400000000015,0.0,10,-313,1,0,0,0,0.1
1066,106.59999999999822,-5.2697000000000145,0.0,10,-2840,1,0,0,0,0.1
1067,106.69999999999821,-5.553700000000014,0.0,10,-124,1,0,0,0,0.1
1068,106.7999999999982,-5.566100000000015,0.0,10,869,1,1,0,0,0.1
1069,106.8999999999982,-5.479200000000015,0.0,10,-2172,1,0,0,0,0.1
1070,106.9999999999982,-5.696400000000015,0.0,10,2612,1,0,0,0,0.1
1071,107.09999999999819,-5.435200000000015,0.0,10,-2708,1,0,0,0,0.1
1072,107.19999999999818,-5.7060000000000155,0.0,10,1626,1,0,0,0,0.1
1073,107.29999999999818,-5.543400000000015,0.0,10,-520,1,1,0,0,0.1
1074,107.39999999999817,-5.595400000000015,0.0,10,1083,1,0,0,0,0.1
1075,107.49999999999817,-5.487100000000015,0.0,10,-2666,1,0,0,0,0.1
1076,107.59999999999816,-5.753700000000015,0.0,10,458,1,0,0,0,0.1
1077,107.69999999999816,-5.7079000000000155,0.0,10,1851,1,0,0,0,0.1
1078,107.79999999999815,-5.522800000000015,0.0,10,-1934,1,0,0,0,0.1
1079,107.89999999999814,-5.716200000000015,0.0,10,-1223,1,0,0,0,0.1
1080,107.99999999999814,-5.838500000000015,0.0,10,-1416,1,0,0,0,0.1
1081,108.09999999999813,-5.980100000000015,0.0,10,-110,1,0,0,0,0.1
1082,108.19999999999813,-5.991100000000015,0.0,10,2341,1,0,0,0,0.1
1083,108.29999999999812,-5.757000000000016,0.0,10,1095,1,0,0,0,0.1
1084,108.39999999999812,-5.647500000000016,0.0,10,-1542,1,0,0,0,0.1
1085,108.49999999999811,-5.801700000000016,0.0,10,1170,1,0,0,0,0.1
1086,108.5999999999981,-5.684700000000016,0.0,10,2557,1,0,0,0,0.1
1087,108.6999999999981,-5.429000000000016,0.0,10,2679,1,0,0,0,0.1
1088,108.7999999999981,-5.161100000000016,0.0,10,2750,1,0,0,0,0.1
1089,108.89999999999809,-4.886100000000016,0.0,10,2642,1,0,0,0,0.1
1090,108.99999999999808,-4.621900000000016,0.0,10,2674,1,0,0,0,0.1
1091,109.09999999999808,-4.354500000000016,0.0,10,-2943,1,0,0,0,0.1
1092,109.19999999999807,-4.648800000000016,0.0,10,-2535,1,0,0,0,0.1
1093,109.29999999999806,-4.902300000000015,0.0,10,1298,1,0,0,0,0.1
1094,109.39999999999806,-4.772500000000015,0.0,10,-2026,1,0,0,0,0.1
1095,109.49999999999805,-4.975100000000015,0.0,10,1376,1,0,0,0,0.1
1096,109.59999999999805,-4.8375000000000155,0.0,10,458,1,0,0,0,0.1
1097,109.69999999999804,-4.791700000000016,0.0,10,2932,1,0,0,0,0.1
1098,109.79999999999804,-4.498500000000016,0.0,10,298,1,0,0,0,0.1
1099,109.89999999999803,-4.468700000000016,0.0,10,1707,1,0,0,0,0.1
1100,109.99999999999802,-4.298000000000016,0.0,10,-525,1,0,0,0,0.1
1101,110.09999999999802,-4.350500000000016,0.0,10,2356,1,0,0,0,0.1
1102,110.19999999999801,-4.114900000000016,0.0,10,-1814,1,0,0,0,0.1
1103,110.29999999999801,-4.296300000000016,0.0,10,1841,1,0,0,0,0.1
1104,110.399999999998,-4.1122000000000165,0.0,10,-1553,1,0,0,0,0.1
1105,110.499999999998,-4.267500000000016,0.0,10,-2695,1,0,0,0,0.1
1106,110.59999999999799,-4.537000000000016,0.0,10,316,1,0,0,0,0.1
1107,110.69999999999798,-4.505400000000016,0.0,10,1439,1,0,0,0,0.1
1108,110.79999999999798,-4.3615000000000155,0.0,10,-2122,1,0,0,0,0.1
1109,110.89999999999797,-4.573700000000016,0.0,10,1258,1,0,0,0,0.1
1110,110.99999999999797,-4.447900000000016,0.0,10,-1843,1,0,0,0,0.1
1111,111.09999999999796,-4.632200000000016,0.0,10,-1395,1,0,0,0,0.1
1112,111.19999999999796,-4.771700000000016,0.0,10,-2673,1,0,0,0,0.1
1113,111.29999999999795,-5.039000000000016,0.0,10,60,1,0,0,0,0.1
1114,111.39999999999795,-5.0330000000000155,0.0,10,-2058,1,0,0,0,0.1
1115,111.49999999999794,-5.2388000000000154,0.0,10,-995,1,0,0,0,0.1
1116,111.59999999999793,-5.338300000000015,0.0,10,141,1,0,0,0,0.1
1117,111.69999999999793,-5.324200000000015,0.0,10,1168,1,0,0,0,0.1
1118,111.79999999999792,-5.207400000000016,0.0,10,-2559,1,0,0,0,0.1
1119,111.89999999999792,-5.463300000000016,0.0,10,-882,1,0,0,0,0.1
1120,111.99999999999791,-5.551500000000016,0.0,10,-2500,1,0,0,0,0.1
1121,112.0999999999979,-5.801500000000016,0.0,10,2900,1,0,0,0,0.1
1122,112.1999999999979,-5.511500000000016,0.0,10,1830,1,0,0,0,0.1
1123,112.2999999999979,-5.328500000000016,0.0,10,2794,1,0,0,0,0.1
1124,112.39999999999789,-5.049100000000016,0.0,10,1369,1,0,0,0,0.1
1125,112.49999999999788,-4.912200000000016,0.0,10,-1827,1,0,0,0,0.1
1126,112.59999999999788,-5.094900000000016,0.0,10,1511,1,0,0,0,0.1
1127,112.69999999999787,-4.9438000000000155,0.0,10,-2774,1,0,0,0,0.1
1128,112.79999999999787,-5.221200000000016,0.0,10,2689,1,0,0,0,0.1
1129,112.89999999999786,-4.952300000000015,0.0,10,649,1,0,0,0,0.1
1130,112.99999999999785,-4.8874000000000155,0.0,10,-2478,1,0,0,0,0.1
1131,113.09999999999785,-5.135200000000015,0.0,10,1038,1,0,0,0,0.1
1132,113.19999999999784,-5.031400000000016,0.0,10,-2095,1,0,0,0,0.1
1133,113.29999999999784,-5.240900000000016,0.0,10,2143,1,0,0,0,0.1
1134,113.39999999999783,-5.026600000000016,0.0,10,525,1,0,0,0,0.1
1135,113.49999999999783,-4.974100000000016,0.0,10,2904,1,0,0,0,0.1
1136,113.59999999999782,-4.683700000000016,0.0,10,2289,1,0,0,0,0.1
1137,113.69999999999781,-4.454800000000016,0.0,10,1833,1,0,0,0,0.1
1138,113.79999999999781,-4.271500000000016,0.0,10,1627,1,0,0,0,0.1
1139,113.8999999999978,-4.1088000000000156,0.0,10,-1858,1,0,0,0,0.1
1140,113.9999999999978,-4.294600000000016,0.0,10,-2255,1,0,0,0,0.1
1141,114.09999999999779,-4.520100000000016,0.0,10,835,1,0,0,0,0.1
1142,114.19999999999779,-4.436600000000016,0.0,10,-518,1,0,0,0,0.1
1143,114.29999999999778,-4.488400000000016,0.0,10,-35,1,0,0,0,0.1
1144,114.39999999999777,-4.491900000000016,0.0,10,-2720,1,1,0,0,0.1
1145,114.49999999999777,-4.7639000000000165,0.0,10,2841,1,0,0,0,0.1
1146,114.59999999999776,-4.479800000000017,0.0,10,2539,1,0,0,0,0.1
1147,114.69999999999776,-4.225900000000017,0.0,10,-1935,1,0,0,0,0.1
1148,114.79999999999775,-4.419400000000017,0.0,10,-119,1,0,0,1,-19.9
1149,114.89999999999775,-4.431300000000017,0.0,10,-861,1,0,0,0,0.1
1150,114.99999999999774,-4.517400000000017,0.0,10,2560,1,0,0,0,0.1
1151,115.09999999999773,-4.261400000000017,0.0,10,-2575,1,0,0,0,0.1
1152,115.19999999999773,-4.518900000000017,0.0,10,-841,1,0,0,0,0.1
1153,115.29999999999772,-4.6030000000000175,0.0,10,434,1,0,0,0,0.1
1154,115.39999999999772,-4.559600000000017,0.0,10,-2861,1,0,0,0,0.1
1155,115.49999999999771,-4.845700000000018,0.0,10,2473,1,0,0,0,0.1
1156,115.5999999999977,-4.598400000000018,0.0,10,-2457,1,0,0,0,0.1
1157,115.6999999999977,-4.844100000000018,0.0,10,217,1,0,0,0,0.1
1158,115.7999999999977,-4.822400000000018,0.0,10,804,1,0,0,0,0.1
1159,115.89999999999769,-4.742000000000018,0.0,10,1957,1,0,0,0,0.1
1160,115.99999999999768,-4.546300000000017,0.0,10,-1270,1,0,0,0,0.1
1161,116.09999999999768,-4.673300000000017,0.0,10,-1647,1,0,0,0,0.1
1162,116.19999999999767,-4.838000000000017,0.0,10,-2041,1,0,0,0,0.1
1163,116.29999999999767,-5.042100000000017,0.0,10,-158,1,0,0,0,0.1
1164,116.39999999999766,-5.057900000000017,0.0,10,-2668,1,0,0,0,0.1
1165,116.49999999999766,-5.324700000000017,0.0,10,2926,1,0,0,0,0.1
1166,116.59999999999765,-5.032100000000017,0.0,10,24,1,0,0,0,0.1
1167,116.69999999999764,-5.029700000000017,0.0,10,-1180,1,0,0,0,0.1
1168,116.79999999999764,-5.147700000000017,0.0,10,1000,1,0,0,0,0.1
1169,116.89999999999763,-5.047700000000018,0.0,10,2941,1,1,0,0,0.1
1170,116.99999999999763,-4.753600000000017,0.0,10,-1659,1,0,0,0,0.1
1171,117.09999999999762,-4.919500000000017,0.0,10,-1901,1,0,0,0,0.1
1172,117.19999999999762,-5.109600000000017,0.0,10,478,1,0,0,0,0.1
1173,117.29999999999761,-5.061800000000018,0.0,10,-1768,1,0,0,0,0.1
1174,117.3999999999976,-5.238600000000018,0.0,10,-1631,1,0,0,0,0.1
1175,117.4999999999976,-5.401700000000018,0.0,10,1282,1,0,0,0,0.1
1176,117.59999999999759,-5.273500000000018,0.0,10,2157,1,0,0,0,0.1
1177,117.69999999999759,-5.057800000000018,0.0,10,-1949,1,0,0,0,0.1
1178,117.79999999999758,-5.252700000000018,0.0,10,2065,1,0,0,0,0.1
1179,117.89999999999758,-5.046200000000018,0.0,10,2581,1,0,0,0,0.1
1180,117.99999999999757,-4.788100000000018,0.0,10,2779,1,0,0,0,0.1
1181,118.09999999999756,-4.510200000000018,0.0,10,-1365,1,0,0,0,0.1
1182,118.19999999999756,-4.646700000000018,0.0,10,1079,1,0,0,0,0.1
1183,118.29999999999755,-4.538800000000018,0.0,10,272,1,0,0,0,0.1
1184,118.39999999999755,-4.511600000000018,0.0,10,-1859,1,0,0,0,0.1
1185,118.49999999999754,-4.697500000000018,0.0,10,-289,1,0,0,0,0.1
1186,118.59999999999754,-4.726400000000019,0.0,10,598,1,0,0,0,0.1
1187,118.69999999999753,-4.6666000000000185,0.0,10,57,1,0,0,0,0.1
1188,118.79999999999752,-4.6609000000000185,0.0,10,-1704,1,0,0,0,0.1
1189,118.89999999999752,-4.831300000000018,0.0,10,-2406,1,0,0,0,0.1
1190,118.99999999999751,-5.071900000000018,0.0,10,1098,1,0,0,0,0.1
1191,119.09999999999751,-4.962100000000018,0.0,10,-1859,1,0,0,0,0.1
1192,119.1999999999975,-5.148000000000018,0.0,10,607,1,0,0,0,0.1
1193,119.2999999999975,-5.087300000000019,0.0,10,-1943,1,0,0,0,0.1
1194,119.39999999999749,-5.281600000000019,0.0,10,-2709,1,0,0,0,0.1
1195,119.49999999999748,-5.552500000000019,0.0,10,-902,1,0,0,0,0.1
1196,119.59999999999748,-5.642700000000019,0.0,10,1058,1,0,0,0,0.1
1197,119.69999999999747,-5.536900000000019,0.0,10,-2743,1,0,0,0,0.1
1198,119.79999999999747,-5.811200000000019,0.0,10,-521,1,0,0,0,0.1
1199,119.89999999999746,-5.863300000000019,0.0,10,885,1,0,0,0,0.1
1200,119.99999999999746,-5.7748000000000195,0.0,10,1869,1,0,0,0,0.1
1201,120.09999999999745,-5.58790000000002,0.0,10,-340,1,0,0,0,0.1
1202,120.19999999999744,-5.62190000000002,0.0,10,1359,1,0,0,0,0.1
1203,120.29999999999744,-5.486000000000019,0.0,10,547,1,0,0,0,0.1
1204,120.39999999999743,-5.431300000000019,0.0,10,2403,1,0,0,0,0.1
1205,120.49999999999743,-5.1910000000000185,0.0,10,-2236,1,1,0,0,0.1
1206,120.59999999999742,-5.414600000000019,0.0,10,1428,1,0,0,0,0.1
1207,120.69999999999742,-5.2718000000000185,0.0,10,-2556,1,0,0,0,0.1
1208,120.79999999999741,-5.527400000000019,0.0,10,-2488,1,0,0,0,0.1
1209,120.8999999999974,-5.776200000000019,0.0,10,-875,1,0,0,0,0.1
1210,120.9999999999974,-5.863700000000019,0.0,10,868,1,0,0,0,0.1
1211,121.0999999999974,-5.776900000000019,0.0,10,-135,1,0,0,0,0.1
1212,121.19999999999739,-5.790400000000019,0.0,10,1446,1,0,0,0,0.1
1213,121.29999999999738,-5.645800000000019,0.0,10,-2067,1,0,0,0,0.1
1214,121.39999999999738,-5.852500000000019,0.0,10,-272,1,0,0,0,0.1
1215,121.49999999999737,-5.879700000000018,0.0,10,-2186,1,0,0,0,0.1
1216,121.59999999999737,-6.098300000000019,0.0,10,279,1,0,0,0,0.1
1217,121.69999999999736,-6.070400000000019,0.0,10,333,1,1,0,0,0.1
1218,121.79999999999735,-6.037100000000019,0.0,10,-714,1,0,0,0,0.1
1219,121.89999999999735,-6.108500000000019,0.0,10,1136,1,0,0,0,0.1
1220,121.99999999999734,-5.994900000000019,0.0,10,-902,1,0,0,0,0.1
1221,122.09999999999734,-6.085100000000019,0.0,10,-1702,1,0,0,0,0.1
1222,122.19999999999733,-6.25530000000002,0.0,10,1552,1,0,0,0,0.1
1223,122.29999999999733,-6.10010000000002,0.0,10,-586,1,0,0,0,0.1
1224,122.39999999999732,-6.15870000000002,0.0,10,-1710,1,1,0,1,-19.9
1225,122.49999999999731,-6.32970000000002,0.0,10,-1275,1,0,0,0,0.1
1226,122.59999999999731,-6.457200000000021,0.0,10,1943,1,0,0,0,0.1
1227,122.6999999999973,-6.262900000000021,0.0,10,-1313,1,0,0,0,0.1
1228,122.7999999999973,-6.394200000000021,0.0,10,546,1,0,0,0,0.1
1229,122.89999999999729,-6.339600000000021,0.0,10,2518,1,1,0,0,0.1
1230,122.99999999999729,-6.087800000000021,0.0,10,143,1,0,0,0,0.1
1231,123.09999999999728,-6.0735000000000205,0.0,10,-2637,1,0,0,0,0.1
1232,123.19999999999727,-6.337200000000021,0.0,10,-613,1,0,0,0,0.1
1233,123.29999999999727,-6.398500000000021,0.0,10,2869,1,0,0,0,0.1
1234,123.39999999999726,-6.111600000000021,0.0,10,1900,1,0,0,0,0.1
1235,123.49999999999726,-5.92160000000002,0.0,10,-859,1,0,0,0,0.1
1236,123.59999999999725,-6.00750000000002,0.0,10,955,1,0,0,0,0.1
1237,123.69999999999725,-5.9120000000000195,0.0,10,46,1,0,0,0,0.1
1238,123.79999999999724,-5.9074000000000195,0.0,10,-2124,1,0,0,0,0.1
1239,123.89999999999723,-6.119800000000019,0.0,10,-1011,1,0,0,0,0.1
1240,123.99999999999723,-6.220900000000019,0.0,10,2101,1,0,0,0,0.1
1241,124.09999999999722,-6.010800000000019,0.0,10,1569,1,0,0,0,0.1
1242,124.19999999999722,-5.853900000000019,0.0,10,-1030,1,0,0,0,0.1
1243,124.29999999999721,-5.956900000000019,0.0,10,1228,1,0,0,0,0.1
1244,124.3999999999972,-5.834100000000019,0.0,10,-919,1,0,0,0,0.1
1245,124.4999999999972,-5.926000000000019,0.0,10,830,1,0,0,0,0.1
1246,124.5999999999972,-5.843000000000019,0.0,10,1629,1,0,0,0,0.1
1247,124.69999999999719,-5.680100000000019,0.0,10,1133,1,0,0,0,0.1
1248,124.79999999999718,-5.566800000000019,0.0,10,-2426,1,0,0,0,0.1
1249,124.89999999999718,-5.80940000000002,0.0,10,-1383,1,0,0,0,0.1
1250,124.99999999999717,-5.94770000000002,0.0,10,145,1,0,0,0,0.1
1251,125.09999999999717,-5.93320000000002,0.0,10,2079,1,0,0,0,0.1
1252,125.19999999999716,-5.725300000000019,0.0,10,189,1,0,0,0,0.1
1253,125.29999999999715,-5.706400000000019,0.0,10,-1609,1,0,0,0,0.1
1254,125.39999999999715,-5.867300000000019,0.0,10,529,1,0,0,0,0.1
1255,125.49999999999714,-5.814400000000019,0.0,10,-1033,1,0,0,0,0.1
1256,125.59999999999714,-5.917700000000019,0.0,10,-1647,1,0,0,0,0.1
1257,125.69999999999713,-6.0824000000000185,0.0,10,-529,1,0,0,0,0.1
1258,125.79999999999713,-6.135300000000019,0.0,10,2530,1,0,0,0,0.1
1259,125.89999999999712,-5.8823000000000185,0.0,10,-637,1,0,0,0,0.1
1260,125.99999999999712,-5.946000000000018,0.0,10,630,1,0,0,0,0.1
1261,126.09999999999711,-5.883000000000019,0.0,10,1795,1,0,0,0,0.1
1262,126.1999999999971,-5.703500000000019,0.0,10,799,1,0,0,0,0.1
1263,126.2999999999971,-5.623600000000018,0.0,10,785,1,0,0,0,0.1
1264,126.39999999999709,-5.545100000000018,0.0,10,-2966,1,0,0,0,0.1
1265,126.49999999999709,-5.841700000000018,0.0,10,-1469,1,0,0,0,0.1
1266,126.59999999999708,-5.988600000000018,0.0,10,-385,1,0,0,0,0.1
1267,126.69999999999708,-6.027100000000018,0.0,10,-899,1,0,0,0,0.1
1268,126.79999999999707,-6.117000000000018,0.0,10,890,1,1,0,0,0.1
1269,126.89999999999706,-6.028000000000017,0.0,10,87,1,0,0,0,0.1
1270,126.99999999999706,-6.019300000000017,0.0,10,799,1,0,0,0,0.1
1271,127.09999999999705,-5.939400000000017,0.0,10,241,1,0,0,0,0.1
1272,127.19999999999705,-5.915300000000017,0.0,10,-238,1,0,0,0,0.1
1273,127.29999999999704,-5.939100000000017,0.0,10,1327,1,0,0,0,0.1
1274,127.39999999999704,-5.806400000000017,0.0,10,-174,1,0,0,0,0.1
1275,127.49999999999703,-5.823800000000017,0.0,10,2505,1,0,0,0,0.1
1276,127.59999999999702,-5.5733000000000175,0.0,10,-48,1,0,0,0,0.1
1277,127.69999999999702,-5.578100000000018,0.0,10,2829,1,0,0,0,0.1
1278,127.79999999999701,-5.295200000000018,0.0,10,2481,1,0,0,0,0.1
1279,127.89999999999701,-5.047100000000018,0.0,10,-1215,1,0,0,0,0.1
1280,127.999999999997,-5.168600000000018,0.0,10,2426,1,0,0,0,0.1
1281,128.099999999997,-4.926000000000018,0.0,10,-127,1,0,0,0,0.1
1282,128.199999999997,-4.938700000000018,0.0,10,-2803,1,0,0,0,0.1
1283,128.299999999997,-5.219000000000017,0.0,10,-1817,1,0,0,0,0.1
1284,128.399999999997,-5.400700000000017,0.0,10,1394,1,0,0,0,0.1
1285,128.499999999997,-5.261300000000017,0.0,10,-366,1,0,0,0,0.1
1286,128.59999999999698,-5.297900000000017,0.0,10,64,1,0,0,0,0.1
1287,128.69999999999698,-5.291500000000017,0.0,10,-2143,1,0,0,0,0.1
1288,128.79999999999697,-5.505800000000017,0.0,10,-1313,1,0,0,0,0.1
1289,128.89999999999696,-5.637100000000017,0.0,10,-1190,1,1,0,0,0.1
1290,128.99999999999696,-5.756100000000017,0.0,10,-1858,1,0,0,0,0.1
1291,129.09999999999695,-5.941900000000017,0.0,10,-316,1,0,0,0,0.1
1292,129.19999999999695,-5.973500000000017,0.0,10,2706,1,0,0,0,0.1
1293,129.29999999999694,-5.702900000000017,0.0,10,416,1,0,0,0,0.1
1294,129.39999999999694,-5.6613000000000175,0.0,10,1782,1,0,0,0,0.1
1295,129.49999999999693,-5.483100000000017,0.0,10,-73,1,0,0,0,0.1
1296,129.59999999999692,-5.490400000000017,0.0,10,2618,1,0,0,0,0.1
1297,129.69999999999692,-5.228600000000017,0.0,10,302,1,0,0,0,0.1
1298,129.7999999999969,-5.198400000000017,0.0,10,-46,1,0,0,0,0.1
1299,129.8999999999969,-5.203000000000017,0.0,10,-508,1,0,0,0,0.1
1300,129.9999999999969,-5.253800000000017,0.0,10,987,1,0,0,0,0.1
1301,130.0999999999969,-5.155100000000017,0.0,10,-1210,1,0,0,0,0.1
1302,130.1999999999969,-5.276100000000017,0.0,10,1800,1,0,0,0,0.1
1303,130.29999999999688,-5.096100000000018,0.0,10,2335,1,1,0,0,0.1
1304,130.39999999999688,-4.862600000000017,0.0,10,129,1,0,0,0,0.1
1305,130.49999999999687,-4.849700000000017,0.0,10,-2070,1,0,0,0,0.1
1306,130.59999999999687,-5.056700000000017,0.0,10,1504,1,0,0,0,0.1
1307,130.69999999999686,-4.906300000000017,0.0,10,-2352,1,0,0,0,0.1
1308,130.79999999999686,-5.141500000000017,0.0,10,-1361,1,0,0,0,0.1
1309,130.89999999999685,-5.2776000000000165,0.0,10,-931,1,0,0,0,0.1
1310,130.99999999999685,-5.370700000000016,0.0,10,-601,1,0,0,0,0.1
1311,131.09999999999684,-5.4308000000000165,0.0,10,1653,1,0,0,0,0.1
1312,131.19999999999683,-5.265500000000016,0.0,10,2613,1,0,0,0,0.1
1313,131.29999999999683,-5.004200000000016,0.0,10,-1535,1,0,0,0,0.1
1314,131.39999999999682,-5.157700000000016,0.0,10,2007,1,0,0,0,0.1
1315,131.49999999999682,-4.957000000000016,0.0,10,1868,1,0,0,0,0.1
1316,131.5999999999968,-4.770200000000016,0.0,10,-2650,1,0,0,0,0.1
1317,131.6999999999968,-5.035200000000016,0.0,10,1532,1,0,0,0,0.1
1318,131.7999999999968,-4.882000000000016,0.0,10,-829,1,0,0,0,0.1
1319,131.8999999999968,-4.964900000000016,0.0,10,2148,1,0,0,0,0.1
1320,131.9999999999968,-4.750100000000016,0.0,10,562,1,0,0,0,0.1
1321,132.09999999999678,-4.693900000000016,0.0,10,-2494,1,0,0,0,0.1
1322,132.19999999999678,-4.943300000000016,0.0,10,1623,1,0,0,0,0.1
1323,132.29999999999677,-4.781000000000016,0.0,10,-579,1,0,0,0,0.1
1324,132.39999999999677,-4.838900000000016,0.0,10,2446,1,0,0,0,0.1
1325,132.49999999999676,-4.594300000000016,0.0,10,752,1,0,0,0,0.1
1326,132.59999999999675,-4.519100000000016,0.0,10,1015,1,0,0,0,0.1
1327,132.69999999999675,-4.417600000000016,0.0,10,-1878,1,0,0,0,0.1
1328,132.79999999999674,-4.605400000000016,0.0,10,2167,1,0,0,0,0.1
1329,132.89999999999674,-4.388700000000016,0.0,10,430,1,0,0,0,0.1
1330,132.99999999999673,-4.345700000000016,0.0,10,-2133,1,0,0,0,0.1
1331,133.09999999999673,-4.559000000000016,0.0,10,250,1,0,0,0,0.1
1332,133.19999999999672,-4.534000000000016,0.0,10,1476,1,0,0,0,0.1
1333,133.29999999999671,-4.386400000000016,0.0,10,1542,1,1,0,0,0.1
1334,133.3999999999967,-4.232200000000016,0.0,10,107,1,0,0,0,0.1
1335,133.4999999999967,-4.221500000000016,0.0,10,-1903,1,0,0,0,0.1
1336,133.5999999999967,-4.4118000000000155,0.0,10,-1975,1,0,0,0,0.1
1337,133.6999999999967,-4.609300000000015,0.0,10,-1186,1,0,0,0,0.1
1338,133.7999999999967,-4.727900000000015,0.0,10,2029,1,0,0,0,0.1
1339,133.89999999999668,-4.5250000000000155,0.0,10,-1289,1,0,0,0,0.1
1340,133.99999999999667,-4.653900000000015,0.0,10,2754,1,0,0,0,0.1
1341,134.09999999999667,-4.378500000000015,0.0,10,-678,1,0,0,0,0.1
1342,134.19999999999666,-4.446300000000015,0.0,10,2044,1,0,0,0,0.1
1343,134.29999999999666,-4.241900000000015,0.0,10,2949,1,0,1,0,-9.9
1344,134.39999999999665,-3.947000000000015,0.0,5.0,-17,1,1,0,0,0.05
1345,134.49999999999665,-3.948700000000015,0.0,10,2566,1,0,0,0,0.1
1346,134.59999999999664,-3.692100000000015,0.0,10,1243,1,0,0,0,0.1
1347,134.69999999999663,-3.567800000000015,0.0,10,-2846,1,0,1,0,-9.9
1348,134.79999999999663,-3.8524000000000154,0.0,5.0,-2607,1,0,0,0,0.05
1349,134.89999999999662,-4.113100000000015,0.0,10,2366,1,0,0,0,0.1
1350,134.99999999999662,-3.876500000000015,0.0,10,-1907,1,0,0,0,0.1
1351,135.0999999999966,-4.067200000000015,0.0,10,-2338,1,0,0,0,0.1
1352,135.1999999999966,-4.301000000000014,0.0,10,141,1,0,0,0,0.1
1353,135.2999999999966,-4.286900000000014,0.0,10,121,1,0,0,0,0.1
1354,135.3999999999966,-4.274800000000014,0.0,10,-2557,1,0,0,0,0.1
1355,135.4999999999966,-4.530500000000014,0.0,10,-2656,1,0,0,0,0.1
1356,135.59999999999658,-4.796100000000014,0.0,10,1482,1,0,0,0,0.1
1357,135.69999999999658,-4.647900000000014,0.0,10,712,1,0,0,0,0.1
1358,135.79999999999657,-4.576700000000014,0.0,10,-141,1,0,0,0,0.1
1359,135.89999999999657,-4.590800000000014,0.0,10,2348,1,0,0,0,0.1
1360,135.99999999999656,-4.356000000000014,0.0,10,-348,1,0,0,0,0.1
1361,136.09999999999656,-4.390800000000014,0.0,10,-205,1,0,0,0,0.1
1362,136.19999999999655,-4.411300000000014,0.0,10,-1709,1,0,0,0,0.1
1363,136.29999999999654,-4.582200000000014,0.0,10,610,1,0,0,0,0.1
1364,136.39999999999654,-4.521200000000014,0.0,10,-2025,1,1,0,0,0.1
1365,136.49999999999653,-4.723700000000013,0.0,10,-2551,1,0,0,0,0.1
1366,136.59999999999653,-4.978800000000013,0.0,10,-2072,1,0,0,0,0.1
1367,136.69999999999652,-5.186000000000013,0.0,10,-1866,1,0,0,0,0.1
1368,136.79999999999652,-5.372600000000014,0.0,10,2779,1,0,0,0,0.1
1369,136.8999999999965,-5.094700000000014,0.0,10,2586,1,0,0,0,0.1
1370,136.9999999999965,-4.836100000000013,0.0,10,641,1,0,0,0,0.1
1371,137.0999999999965,-4.772000000000014,0.0,10,-914,1,0,0,0,0.1
1372,137.1999999999965,-4.863400000000014,0.0,10,-2936,1,0,0,0,0.1
1373,137.2999999999965,-5.157000000000013,0.0,10,2597,1,0,0,0,0.1
1374,137.39999999999648,-4.897300000000014,0.0,10,-1217,1,0,0,0,0.1
1375,137.49999999999648,-5.0190000000000135,0.0,10,-2853,1,0,0,1,-19.9
1376,137.59999999999647,-5.304300000000014,0.0,10,2501,1,0,0,0,0.1
1377,137.69999999999646,-5.054200000000014,0.0,10,-1114,1,0,0,0,0.1
1378,137.79999999999646,-5.165600000000014,0.0,10,-2751,1,0,0,0,0.1
1379,137.89999999999645,-5.440700000000014,0.0,10,1585,1,0,0,0,0.1
1380,137.99999999999645,-5.282200000000014,0.0,10,-2186,1,0,0,0,0.1
1381,138.09999999999644,-5.500800000000014,0.0,10,-2835,1,0,0,0,0.1
1382,138.19999999999644,-5.784300000000014,0.0,10,1639,1,0,0,0,0.1
1383,138.29999999999643,-5.620400000000014,0.0,10,-996,1,0,0,0,0.1
1384,138.39999999999642,-5.720000000000014,0.0,10,548,1,0,0,0,0.1
1385,138.49999999999642,-5.665200000000014,0.0,10,595,1,0,0,0,0.1
1386,138.5999999999964,-5.605700000000014,0.0,10,-1689,1,0,0,0,0.1
1387,138.6999999999964,-5.774600000000014,0.0,10,2449,1,0,0,0,0.1
1388,138.7999999999964,-5.529700000000013,0.0,10,98,1,0,0,0,0.1
1389,138.8999999999964,-5.519900000000013,0.0,10,233,1,0,0,0,0.1
1390,138.9999999999964,-5.496600000000013,0.0,10,2765,1,0,0,0,0.1
1391,139.09999999999638,-5.220100000000013,0.0,10,-2363,1,0,0,0,0.1
